random_id,participant_id,condition,first_question_page,Q0,Q1,Q2,Q3,age,gender,manipulation_check_question_order,justin_question_order,nate_question_order,likert_question,likert_response
p0g1u7gdoco,cheetah,moral,nate,I think it was about judging moral character based on two different reactions to the same scenario. making extrapolations about what I think of these non-existent people.,Justin,Because I would consider both options before making a decision. I would do the same and return the wallet but it would for sure cross my mind and think about maybe take a 100 or 2.,none,24,Male,"[1,0]","[6,3,4,2,1,8,7,0,5]","[6,0,4,5,8,1,3,2,7]",nate.deep,5
p0g1u7gdoco,cheetah,moral,nate,I think it was about judging moral character based on two different reactions to the same scenario. making extrapolations about what I think of these non-existent people.,Justin,Because I would consider both options before making a decision. I would do the same and return the wallet but it would for sure cross my mind and think about maybe take a 100 or 2.,none,24,Male,"[1,0]","[6,3,4,2,1,8,7,0,5]","[6,0,4,5,8,1,3,2,7]",nate.principles,4
p0g1u7gdoco,cheetah,moral,nate,I think it was about judging moral character based on two different reactions to the same scenario. making extrapolations about what I think of these non-existent people.,Justin,Because I would consider both options before making a decision. I would do the same and return the wallet but it would for sure cross my mind and think about maybe take a 100 or 2.,none,24,Male,"[1,0]","[6,3,4,2,1,8,7,0,5]","[6,0,4,5,8,1,3,2,7]",nate.calm,7
p0g1u7gdoco,cheetah,moral,nate,I think it was about judging moral character based on two different reactions to the same scenario. making extrapolations about what I think of these non-existent people.,Justin,Because I would consider both options before making a decision. I would do the same and return the wallet but it would for sure cross my mind and think about maybe take a 100 or 2.,none,24,Male,"[1,0]","[6,3,4,2,1,8,7,0,5]","[6,0,4,5,8,1,3,2,7]",nate.upset,5
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",manipulation_check_nate,4
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",manipulation_check_justin,6
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.far,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.standards,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.certain,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.reservations,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.conflicted,6
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.deep,7
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.principles,2
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.calm,7
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",justin.upset,3
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.far,2
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.standards,3
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.certain,4
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.reservations,7
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.conflicted,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.deep,7
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.principles,4
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.calm,1
p1conchcl7u,porcupine,immoral,justin,Good and mad morals and decision making,Nate,He thought through the decision but made the wrong choice - I don't completely relate because I wouldn't have drove away with the wallet. ,NA,25,Female,"[1,0]","[0,3,4,6,1,8,5,2,7]","[2,1,5,7,0,8,6,3,4]",nate.upset,3
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",manipulation_check_nate,3
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",manipulation_check_justin,7
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.far,3
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.standards,6
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.certain,7
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.reservations,7
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.conflicted,6
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.deep,6
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.principles,6
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.calm,6
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",justin.upset,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.far,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.standards,4
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.certain,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.reservations,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.conflicted,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.deep,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.principles,3
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.calm,5
p3fxo0fe242,A17287899,moral,nate,Test individual's moral standards and principle.,Justin,I would not take the wallet. ,N/A,3,Female,"[1,0]","[7,5,1,4,0,8,3,6,2]","[1,8,6,2,7,4,5,3,0]",nate.upset,5
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",manipulation_check_nate,7
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",manipulation_check_justin,2
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.far,2
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.standards,3
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.certain,1
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.reservations,2
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.conflicted,6
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.deep,5
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.principles,5
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.calm,7
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",justin.upset,1
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.far,7
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.standards,3
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.certain,5
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.reservations,6
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.conflicted,2
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.deep,7
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.principles,5
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.calm,3
p4jw266we7u,cricket,immoral,nate,Evaluating what can suggest having good or bad morals,Nate,I usually weigh both options and choose the one I feel is best at the moment. ,none ,25,Female,"[1,0]","[2,1,4,0,6,3,5,7,8]","[1,0,6,5,3,2,7,4,8]",nate.upset,3
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",manipulation_check_nate,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",manipulation_check_justin,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",justin.far,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",justin.standards,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",justin.certain,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",justin.reservations,7
p4ymvcm7n7k,1234,immoral,nate,,,,,22,Female,"[0,1]","[4,3,5,6,8,0,2,7,1]","[1,2,0,6,5,4,7,8,3]",justin.conflicted,7
